"","am_sid","am_cat","sciname","iucn_sid","pop_trend","pop_cat","spp_group","id_no","iucn_subpop","spatial_source","cat_score","trend_score"
"4790","W-Ase-124154",NA,"Crossaster papposus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4799","W-Msc-240776",NA,"Cryptochiton stelleri",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4804","W-Ase-123915",NA,"Ctenodiscus crispatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4813","W-Msc-505429",NA,"Ctenoides scabra",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4814","URM-2-3552",NA,"Culeolus suhmi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4816","W-Hyd-221241",NA,"Cunina duplicata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4823","W-Msc-532258",NA,"Cuthona tina",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4824","W-Msc-141636",NA,"Cuthona viridis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4833","W-Iso-118474",NA,"Cyathura carinata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4834","W-Msc-420577",NA,"Cyerce antillensis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4835","W-Msc-139474",NA,"Cylichna alba",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4842","W-Msc-139476",NA,"Cylichna cylindracea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4848","W-Msc-139478",NA,"Cylichna occulta",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4853","SLB-72717",NA,"Cylichna verrilli",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4854","W-Iso-175206",NA,"Cymodocella tubicauda",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4859","SLB-30500",NA,"Dallina septigera",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4864","W-Msc-140702",NA,"Delectopecten vitreus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4870","URM-2-3818",NA,"Dendrodoa grossularia",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4879","W-Msc-139523",NA,"Dendronotus frondosus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4888","W-Sca-344159",NA,"Dentalium laqueatum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4889","URM-Cn-5160",NA,"Desmophyllum dianthus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4895","ITS-93666",NA,"Dexamine spinosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4896","Hex-1985",NA,"Diadumene cincta",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4897","SLB-97626",NA,"Diadumene lineata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4899","W-Msc-139557",NA,"Diaphana minuta",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4908","SLB-152084",NA,"Dictyota dichotoma",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4909","URM-2-2126",NA,"Didemnum candidum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4910","URM-2-2128",NA,"Didemnum carnulentum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4915","URM-2-2194",NA,"Didemnum maculosum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4916","SLB-65013",NA,"Diphyes bojani",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4917","W-Hyd-135420",NA,"Diphyes dispar",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4918","SLB-65689",NA,"Diplopteraster multipes",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4924","URM-2-2291",NA,"Diplosoma listerianum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4933","SLB-77430",NA,"Discodoris evelinae",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4934","SLB-71465","LC","Discoteuthis discus",163256,"Unknown","LC",NA,NA,NA,"am",0,NA
"4940","W-Msc-224652",NA,"Dolabrifera dolabrifera",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4941","W-Iso-174599",NA,"Dolichiscus meridionalis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4946","W-Msc-141911",NA,"Dosinia exoleta",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4947","W-Msc-141912",NA,"Dosinia lupinus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4948","W-Msc-532765",NA,"Doto pita",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4954","W-Msc-532767",NA,"Doto uva",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4955","W-Gtr-114552",NA,"Draculiciteria tesselata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4956","W-Ech-124392",NA,"Echinocardium cordatum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4957","ITS-64279",NA,"Echinorhynchus gadi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4963","W-Hyd-117982",NA,"Ectopleura dumortierii",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4969","Hex-193871",NA,"Edwardsia claparedii",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4970","SLB-71435","LC","Egea inermis",162909,"Unknown","LC",NA,NA,NA,"am",0,NA
"4976","URM-Cn-5418",NA,"Eguchipsammia strigosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4977","W-Msc-140600",NA,"Eledone cirrhosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4978","W-Msc-139682",NA,"Elysia ornata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4979","W-Msc-420575",NA,"Elysia tuca",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4980","URM-2-680",NA,"Endeis spinosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4982","W-Msc-140584",NA,"Ennucula tenuis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4987","W-Msc-140735",NA,"Ensis siliqua",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4988","W-Sca-139691",NA,"Entalina tetragona",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4993","W-Sca-344408",NA,"Episiphon sowerbyi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4994","W-Bch-107451",NA,"Eriocheir sinensis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"4995","ITS-90185",NA,"Erythrops erythrophthalma",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5000","ITS-90198",NA,"Erythrops serrata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5005","W-Bry-111495",NA,"Escharella variolosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5006","W-Hyd-117544",NA,"Eudendrium capillare",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5012","W-Hyd-117545",NA,"Eudendrium carneum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5013","W-Hyd-117554",NA,"Eudendrium rameum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5019","W-Hyd-117555",NA,"Eudendrium ramosum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5026","W-Hyd-135423",NA,"Eudoxoides mitra",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5029","W-Iso-118559",NA,"Eugerda tenuimana",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5036","URM-2-3325",NA,"Eugyra arenosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5040","W-Cha-105416",NA,"Eukrohnia hamata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5049","ITS-98144",NA,"Eumunida picta",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5050","W-Iso-174884",NA,"Euneognathia gigas",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5055","W-Msc-140528",NA,"Euspira catena",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5056","W-Pol-131290",NA,"Eusyllis blomstrandi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5063","W-Pol-333453",NA,"Exogone dispar",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5064","W-Msc-139908",NA,"Facelina bostoniensis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5070","W-Msc-139112",NA,"Falcidens crossotus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5072","ITS-551570",NA,"Farfantepenaeus aztecus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5077","ITS-551574",NA,"Farfantepenaeus duorarum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5081","W-Msc-532838",NA,"Favorinus auritulus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5082","W-Sca-139535",NA,"Fissidentalium candidum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5088","W-Sca-139536",NA,"Fissidentalium capillosum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5096","W-Sca-761627",NA,"Fissidentalium carduus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5097","W-Msc-420630",NA,"Flabellina engeli",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5098","W-Msc-156716",NA,"Flabellina salmonacea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5107","W-Msc-153507",NA,"Flabellina verrucosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5116","SLB-65046",NA,"Forskalia edwardsi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5117","SLB-154643",NA,"Fucus serratus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5119","ITS-95766",NA,"Funchalia villosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5124","W-Oct-128506",NA,"Funiculina quadrangularis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5125","W-Sca-344264",NA,"Fustiaria stenoschiza",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5126","W-Sca-344321",NA,"Gadila aberrans",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5127","W-Msc-153063","LC","Galiteuthis armata",163156,"Unknown","LC",NA,NA,NA,"am",0,NA
"5132","W-Msc-140869",NA,"Gari depressa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5135","W-Msc-140870",NA,"Gari fervensis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5136","ITS-90388",NA,"Gastrosaccus sanctus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5140","ITS-90390",NA,"Gastrosaccus spinifer",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5141","W-Msc-139582",NA,"Geitodoris pusae",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5147","SLB-133119",NA,"Gelidium pusillum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5148","ITS-96097",NA,"Gennadas bouvieri",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5153","ITS-96099",NA,"Gennadas capensis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5162","ITS-96102",NA,"Gennadas scutatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5170","ITS-551549",NA,"Gennadas tinayrei",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5176","W-Msc-141790",NA,"Gibbula magus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5181","W-Pol-130118",NA,"Glycera capitata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5188","W-Msc-140025",NA,"Glycymeris glycymeris",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5189","SLB-15664",NA,"Glyptonotus antarcticus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5194","W-Iso-118990",NA,"Gnathia dentata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5200","W-Iso-118994",NA,"Gnathia maxillaris",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5207","ITS-89818",NA,"Gnathophausia zoea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5213","ITS-96596",NA,"Gnathophylloides mineri",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5214","ITS-96593",NA,"Gnathophyllum americanum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5215","SLB-88150",NA,"Golfingia elongata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5222","SLB-88154",NA,"Golfingia margaritacea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5227","SLB-88158",NA,"Golfingia muricaudata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5233","SLB-88163",NA,"Golfingia vulgaris",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5238","W-Msc-153097","LC","Gonatus fabricii",163186,"Unknown","LC",NA,NA,NA,"am",0,NA
"5245","W-Pol-130140",NA,"Goniada maculata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5246","W-Hyd-117768",NA,"Gonionemus vertens",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5247","SLB-64110",NA,"Grammaria abietina",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5253","W-Msc-157019",NA,"Graneledone verrucosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5258","W-Sca-344507",NA,"Graptacme calamus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5259","W-Sca-344508",NA,"Graptacme eborea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5260","SLB-154005",NA,"Grateloupia doryphora",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5268","SLB-132739",NA,"Grateloupia filicina",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5269","W-Msc-420699",NA,"Gregariella coralliophaga",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5275","SLB-190538","LC","Grimalditeuthis bonplandii",NA,NA,"LC",NA,NA,NA,"am",0,NA
"5281","W-Msc-153094",NA,"Grimpoteuthis wuelkeri",163284,"Unknown","DD",NA,NA,NA,"am",NA,NA
"5286","URM-Cn-5803",NA,"Guynia annulata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5287","W-Msc-139744",NA,"Gyroscala lamellosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5290","W-Hyd-117588",NA,"Halecium delicatulum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5295","W-Hyd-117606",NA,"Halecium tenellum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5304","W-Gtr-114506",NA,"Halichaetonotus aculifer",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5309","W-Por-132627",NA,"Halichondria panicea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5315","SLB-70957",NA,"Haliphron atlanticus",163207,"Unknown","LC",NA,NA,NA,"am",0,NA
"5321","URM-2-3557",NA,"Halocynthia aurantium",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5325","URM-2-3564",NA,"Halocynthia pyriformis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5331","W-Msc-420524",NA,"Haminoea antillarum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5332","W-Msc-140071",NA,"Haminoea elegans",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5333","W-Msc-140082",NA,"Hanleya hanleyi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5340","ITS-682683",NA,"Haplostylus normani",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5345","W-Msc-139424","DD","Helicocranchia pfefferi",162906,"Unknown","DD",NA,NA,NA,"am",NA,NA
"5351","ITS-90567",NA,"Hemimysis lamornae",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5354","ITS-96051",NA,"Hemipenaeus carpenteri",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5359","W-Ase-123974",NA,"Henricia sanguinolenta",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5365","ITS-181145",NA,"Hepomadus tener",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5370","W-Pol-129884",NA,"Heteromastus filiformis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5377","ITS-682886",NA,"Heteromysis norvegica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5383","W-Gtr-114557",NA,"Heteroxenotrichula squamosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5384","W-Msc-140103",NA,"Hiatella arctica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5393","SLB-10306",NA,"Hippolyte varians",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5394","ITS-94295",NA,"Hippomedon denticulatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5397","W-Hyd-135449",NA,"Hippopodius hippopus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5398","W-Pol-130464",NA,"Hyalinoecia tubicola",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5404","W-Msc-139047",NA,"Hyalocylis striata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5405","W-Msc-342337","LC","Hyaloteuthis pelagica",163294,"Unknown","LC",NA,NA,NA,"am",0,NA
"5411","W-Bch-107322",NA,"Hyas araneus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5416","W-Msc-215423",NA,"Hydatina physis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5417","ITS-96109",NA,"Hymenodora glacialis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5426","ITS-95979",NA,"Hymenopenaeus debilis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5435","ITS-Mam-180504","DD","Hyperoodon ampullatus",NA,NA,"DD",NA,NA,NA,"am",NA,NA
"5442","SLB-17555",NA,"Idotea chelipes",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5443","W-Iso-119043",NA,"Idotea emarginata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5445","W-Iso-119047",NA,"Idotea metallica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5449","W-Iso-119048",NA,"Idotea neglecta",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5450","W-Msc-140621","LC","Illex coindetii",163269,"Unknown","LC",NA,NA,NA,"am",0,NA
"5452","W-Msc-153087","LC","Illex illecebrosus",163002,"Unknown","LC",NA,NA,NA,"am",0,NA
"5455","W-Cum-110462",NA,"Iphinoe trispinosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5456","SLB-141400",NA,"Iridaea cordata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5461","W-Msc-140135",NA,"Ischnochiton albus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5470","W-Msc-146988",NA,"Issena pacifica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5471","SLB-17914",NA,"Jaera albifrons",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5472","SLB-17919",NA,"Jaera ischiosetosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5473","W-Iso-118730",NA,"Janira alta",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5474","W-Iso-118732",NA,"Janira maculosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5481","W-Msc-138849",NA,"Japetella diaphana",162986,"Unknown","LC",NA,NA,NA,"am",0,NA
"5486","SLB-71541","LC","Joubiniteuthis portieri",162961,"Unknown","LC",NA,NA,NA,"am",0,NA
"5492","W-Oct-128512",NA,"Kophobelemnon stelliferum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5493","URM-2-3852",NA,"Kukenthalia borealis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5500","W-Msc-420637",NA,"Laemodonta cubensis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5501","W-Msc-139004",NA,"Laevicardium crassum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5506","W-Hyd-117702",NA,"Lafoea dumosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5515","W-Pol-131128",NA,"Laonice cirrata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5521","ITS-96215",NA,"Leander tenuicornis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5522","W-Msc-420632",NA,"Learchis poica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5523","SLB-61068",NA,"Leiopathes glaberrima",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5529","SLB-65022",NA,"Lensia campanella",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5532","W-Hyd-135426",NA,"Lensia conoidea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5539","W-Hyd-135427",NA,"Lensia cossack",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5540","W-Hyd-135429",NA,"Lensia fowleri",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5541","W-Hyd-135439",NA,"Lensia subtilis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5542","W-Msc-140187",NA,"Lepeta caeca",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5549","ITS-96178",NA,"Leptochela serratorbita",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5550","W-Msc-140197",NA,"Leptochiton alveolus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5558","W-Msc-140199",NA,"Leptochiton asellus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5563","W-Msc-140201",NA,"Leptochiton cancellatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5568","URM-2-2347",NA,"Leptoclinides faeroensis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5573","W-Tnd-136431",NA,"Leptognathia breviremis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5578","SLB-23201",NA,"Leptognathia gracilis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5585","W-Tnd-136441",NA,"Leptognathia manca",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5590","ITS-90684",NA,"Leptomysis gracilis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5592","ITS-90683",NA,"Leptomysis lingvura",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5594","ITS-90682",NA,"Leptomysis mediterranea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5598","SLB-65601",NA,"Leptychaster arcticus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5605","SLB-116596",NA,"Leucon septemdentatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5608","W-Por-132201",NA,"Leuconia nivea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5609","SLB-92903",NA,"Leucopsila stilifera",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5617","W-Pol-130578",NA,"Levinsenia gracilis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5623","W-Msc-140233",NA,"Lima lima",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5629","W-Msc-140223",NA,"Limacina helicina",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5638","W-Msc-140227",NA,"Limacina retroversa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5647","SLB-80091",NA,"Limacina trochiformis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5648","W-Msc-420750",NA,"Limaria locklini",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5649","W-Msc-420752",NA,"Limatula confusa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5655","W-Msc-140242",NA,"Limatula subauriculata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5661","W-Iso-118917",NA,"Limnoria lignorum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5664","W-Msc-140252",NA,"Limopsis aurita",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5670","W-Bch-107386",NA,"Liocarcinus corrugatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5671","W-Bch-107392",NA,"Liocarcinus navigator",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5675","W-Msc-341818","LC","Liocranchia reinhardti",163218,"Unknown","LC",NA,NA,NA,"am",0,NA
"5681","URM-2-2387",NA,"Lissoclinum aureum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5690","W-Msc-225182",NA,"Lithophaga aristata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5693","SLB-69077",NA,"Lithophaga bisulcata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5699","SLB-69078",NA,"Lithophaga nigra",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5705","ITS-551680",NA,"Litopenaeus setiferus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5706","W-Msc-420565",NA,"Lobiger souverbii",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5707","URM-Cn-5177",NA,"Lophelia pertusa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5713","SLB-22174",NA,"Lophogaster typicus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5718","ITS-708717",NA,"Loxosomella varians",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5722","ITS-95916",NA,"Lucifer faxoni",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5728","ITS-95917",NA,"Lucifer typus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5733","W-Msc-140282",NA,"Lucinella divaricata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5734","W-Ase-158497",NA,"Luidia clathrata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5735","W-Pol-130248",NA,"Lumbrineris latreilli",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5744","W-Msc-140294",NA,"Lutraria angustior",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5747","W-Msc-141579",NA,"Macoma balthica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5753","W-Msc-141580",NA,"Macoma calcarea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5758","SLB-145429",NA,"Macrocystis pyrifera",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5766","W-Gtr-114607",NA,"Macrodasys caudatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5771","W-Bch-107343",NA,"Macropodia longirostris",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5773","URM-Cn-5912",NA,"Madrepora oculata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5779","W-Bch-107350",NA,"Maja squinado",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5784","W-Pol-130305",NA,"Maldane sarsi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5792","W-Msc-141819",NA,"Margarites costalis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5793","W-Msc-141821",NA,"Margarites helicinus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5800","WBD-Eup-47",NA,"Meganyctiphanes norvegica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5805","W-Msc-141983",NA,"Megayoldia thraciaeformis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5810","W-Hyd-117743",NA,"Melicertum octocostatum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5816","W-Bry-111411",NA,"Membranipora membranacea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5817","ITS-96126",NA,"Meningodora mollis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5822","ITS-96129",NA,"Meningodora vesca",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5827","W-Gtr-114595",NA,"Mesodasys laticaudatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5828","ITS-90298",NA,"Mesopodopsis slabberi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5829","ITS-95668",NA,"Metapenaeopsis goodei",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5833","Hex-5236",NA,"Metridium senile",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5839","URM-2-3598",NA,"Microcosmus claudicans",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5841","W-Bry-111421",NA,"Microporella ciliata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5846","URM-2-3352",NA,"Minipera papillosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5851","W-Hyd-117970",NA,"Modeeria rotunda",NA,NA,NA,NA,NA,NA,"am",NA,NA
"5860","W-Msc-140461",NA,"Modiolula phaseolina",NA,NA,NA,NA,NA,NA,"am",NA,NA
